title,author,published_date,synopsis,content,url,fetched_at
SpaceX Falcon 9 rocket streaks into Florida's night sky carrying Starlink satellites to orbit (video),Mike Wall,2025-11-19T01:42:03Z,SpaceX launched another batch of its Starlink internet satellites in a nighttime liftoff from Cape Canaveral Space Force Station on Tuesday (Nov. 18).,"SpaceX launched another batch of its Starlink internet satellites in a nighttime liftoff from Florida's Space Coast on Tuesday (Nov. 18).

AFalcon 9rocket carrying 29Starlinkspacecraft launched fromCape Canaveral Space Force StationTuesday at 7:12 p.m. EST (0012 GMT on Nov. 19).

About 8.5 minutes later, the rocket's first stage touched down in the Atlantic Ocean on theSpaceXdrone ship ""A Shortfall of Gravitas."" It was the 12th launch and landing for the booster, which carries the designation 1085.



The rocket's upper stage deployed the 29 Starlink satellites intolow Earth orbitas planned about 65 minutes after launch, SpaceX announcedvia X.

Once they're up and running, the newcomers will push the number of operational Starlink craft above 9,000. That count currently stands at 8,979,according toastrophysicist and satellite tracker Jonathan McDowell.



Crew-9|RRT-1|Firefly Blue Ghost Mission 1|Fram2|SXM-10|MTG-S1| 5 Starlink missions

So far in 2025, SpaceX has launched 148 Falcon 9 missions, 107 of which have been devoted to building out the Starlink megaconstellation.

The company has also launched five suborbital test flights of its giantStarshiprocket this year. Starship, the biggest and most powerful rocket ever built, is designed to be fully and rapidly reusable.

Breaking space news, the latest updates on rocket launches, skywatching events and more!",https://www.space.com/space-exploration/launches-spacecraft/spacex-starlink-launch-group-6-94-asog,2025-11-19T13:39:46.965723
SpaceX Falcon 9 rocket streaks into Florida's night sky carrying Starlink satellites to orbit (video),Mike Wall,2025-11-19T01:42:03Z,SpaceX launched another batch of its Starlink internet satellites in a nighttime liftoff from Cape Canaveral Space Force Station on Tuesday (Nov. 18).,"SpaceX launched another batch of its Starlink internet satellites in a nighttime liftoff from Florida's Space Coast on Tuesday (Nov. 18).

AFalcon 9rocket carrying 29Starlinkspacecraft launched fromCape Canaveral Space Force StationTuesday at 7:12 p.m. EST (0012 GMT on Nov. 19).

About 8.5 minutes later, the rocket's first stage touched down in the Atlantic Ocean on theSpaceXdrone ship ""A Shortfall of Gravitas."" It was the 12th launch and landing for the booster, which carries the designation 1085.



The rocket's upper stage deployed the 29 Starlink satellites intolow Earth orbitas planned about 65 minutes after launch, SpaceX announcedvia X.

Once they're up and running, the newcomers will push the number of operational Starlink craft above 9,000. That count currently stands at 8,979,according toastrophysicist and satellite tracker Jonathan McDowell.



Crew-9|RRT-1|Firefly Blue Ghost Mission 1|Fram2|SXM-10|MTG-S1| 5 Starlink missions

So far in 2025, SpaceX has launched 148 Falcon 9 missions, 107 of which have been devoted to building out the Starlink megaconstellation.

The company has also launched five suborbital test flights of its giantStarshiprocket this year. Starship, the biggest and most powerful rocket ever built, is designed to be fully and rapidly reusable.

Breaking space news, the latest updates on rocket launches, skywatching events and more!",https://www.space.com/space-exploration/launches-spacecraft/spacex-starlink-launch-group-6-94-asog,2025-11-19T13:39:49.935277
The Euclid space telescope observed 1.2 million galaxies in just 1 year. Here's what we've learned,Robert Lea,2025-11-18T23:00:00Z,The data is starting to reveal how galaxies and their black holes evolve.,"After only one year of operations, the European Space Agency's Euclid mission has begun to unravel the mystery of why galaxies take on different shapes and how these different shapes relate to each other. Answering this question involves tracking how galaxies and their central supermassive black holes grow together over time.

Having only launched in July of 2023, theEuclid space telescopehas used its extraordinary field of view to observe a staggering 1.2 million galaxies. These galactic subjects are cataloged in the spacecraft's first data release, which dropped in March of 2025. It is estimated that, by the end of its 6-year primary mission, Euclid will have studied tens of millions of galaxies. It is therefore little wonder that astronomers are expecting it to make major waves in our understanding of how galaxies evolve.

""Euclid offers an unprecedented combination of sharpness and sky coverage — it will map the entire extragalactic sky,"" Maximilian Fabricius, scientist at the Max Planck Institute for Extraterrestrial Physics (MPE), said in a statement. ""For the first time, we can systematically study how the shapes and central structures of galaxies relate to their formation history on truly cosmic scales.""

Scientists are aware that the distinct morphology of galaxies, ranging from vast spirals like the Milky Way to featureless ellipticals likeMessier 87,results from the course of their evolution. Euclid data has been used to create a ""galactic tuning fork"" diagram that shows blue star-forming galaxies on the right, moving to the left as they grow and exhaust their star-birthing gas and dust, merge with other galaxies, and eventually form vast elliptical galaxies.

Fabricius and colleagues began their research by diving into Euclid data and identified galaxies that show potential ""secondary nuclei."" These have the potential to join with the existing nuclei to create asupermassive black holebinary. This is a vital stage in the merging of galaxies and helps dictate how the central regions of these galaxies are reshaped during these events.

The identified nuclei both host a supermassive black hole with a mass millions or even billions of times the mass of the sun, which are brought together via the merger between their host galaxies. These black holes initially form a binary system, swirling around each other. But as they orbit each other, this system emits ripples in spacetime called ""gravitational waves,"" which carry angular momentum away from the system.

This causes the black holes to spiral together until they collide and merge, creating an even more massive supermassive black hole. That means black hole growth via merger is an inevitable outcome of the merger of galaxies that gives rise to huge elliptical galaxies. But before that comes a relatively short ""double nuclei"" period.

Breaking space news, the latest updates on rocket launches, skywatching events and more!

""The most massive black holes lie at the centres of giant elliptical galaxies and are thought to grow primarily through mergers with other supermassive black holes,"" Fabricius said. ""By detecting and analysing secondary nuclei, Euclid enables us to explore how these enormous black holes continue to grow — and how their growth influences the galaxies that host them.""



The first data release from Euclid only covers around 0.5% of the dataset that the mission will ultimately deliver — but the space telescope has already enabled other forms of research.

The sensitivity of Euclid has already revealed that the most common galaxies in the cosmos are not spiral galaxies like the Milky Way, but rather small and faint dwarf galaxies, which have been too dim to observe in detail previously.

Thus far, Euclid has identified 2,674 dwarf galaxies, some of which contain compact blue cores or globular clusters. This is significant to the evolution of galaxies because it is these dwarf galaxies that are thought to be the building blocks of larger galaxies like the Milky Way.

Thanks to Euclid, our view of the galactic tuning fork is changing and becoming far more detailed, leading to a better understanding of galactic structure and evolution.",https://www.space.com/astronomy/the-euclid-space-telescope-observed-1-2-million-galaxies-in-just-1-year-heres-what-weve-learned,2025-11-19T13:39:54.084381
